"","ID","F.1","F.2","F.3","W.2","F.4","W.1","W.3","W.4","logFC","logCPM","PValue","FDR"
"14876","PmetTSAr1.1-020952",4.02707970789696,2.93286578883453,4.63708645911656,2.95821621376848,4.37592018319852,3.69548866311223,5.26877320270949,3.21682334558768,0.190350642951145,1.98044556978843,0.561585756720814,1
"14877","PmetTSAr1.1-020954",9.48600997860172,9.45034531957791,9.5639908219279,10.3745892567373,14.1266118957605,12.7102413110072,10.4058270753512,10.2378899520443,0.286774944348712,3.4400273827214,0.37059530636908,1
"14878","PmetTSAr1.1-020956",6.35383687245964,7.76172562297622,5.21672226650613,9.4996238977354,4.9942567308244,7.08301993763178,7.29725088575264,7.02106660645658,-0.127829459513172,2.80177442821242,0.70538790154576,1
"14879","PmetTSAr1.1-020957",6.17485555210867,6.96185313511226,5.07181331465874,7.97885077375583,4.6137419322854,5.93517876196813,6.7176858334546,7.58051414481965,-0.0751825684274312,2.68870567476212,0.818930255587187,1
"14880","PmetTSAr1.1-020960",4.65351432912537,4.71036020631,5.47031293223906,5.99976246172762,5.04182108064178,4.5073763239475,5.34780480075013,5.37069636828551,-0.0416575618303292,2.37874257048032,0.894730292145632,1
"14881","PmetTSAr1.1-020961",19.3299825979054,23.1963021480549,17.1354835559542,18.4992675903268,11.3678796063527,23.6567266691654,19.7052117781335,18.4897411428996,-0.092893577829962,4.24713486076271,0.779767094684317,1
"14882","PmetTSAr1.1-020963",8.50161271667135,10.190967993526,6.15863045351418,10.6870768849523,6.56388027479779,8.48282624941672,10.9063605296086,10.6015308519803,0.0410749180645572,3.1827653551767,0.907962167225987,1
"14883","PmetTSAr1.1-020966",5.54842093088025,6.10273083333245,5.14426779058243,5.54144727367899,4.2332271337464,5.76720200455394,4.26770629419468,5.3147516144492,-0.188139072093807,2.40681608520731,0.538864686968494,1
"14884","PmetTSAr1.1-020967",3.08742777605433,3.94011262540396,3.62272379618481,3.54152645310311,2.66360358977301,3.52751190569804,3.58276577784245,3.4406023609329,-0.100037102918275,1.8035617174055,0.744188156265297,1
"14885","PmetTSAr1.1-020969",4.11657036807244,4.79923492718377,4.85444988688765,3.45819641891245,6.80170202388466,4.53537245018319,4.0569553660863,3.94410514545967,0.162023804183019,2.20920598129763,0.618270989713673,1
"14886","PmetTSAr1.1-020970",19.1510012775544,21.3891828236215,16.0848936550606,20.2283657997831,14.0314831961257,15.1739004197487,14.9369720296814,19.664580973462,-0.268118838603569,4.14129959923527,0.393183457501093,1
"14887","PmetTSAr1.1-020976",8.09890474588165,7.70247580906037,6.66581178498005,8.27050589342315,6.65900897443254,6.91504318021759,6.84940516352233,8.58751971387318,-0.0829597212328606,2.91289055363768,0.794746976766672,1
"14888","PmetTSAr1.1-020977",12.6629284148315,11.1982148300955,8.04244682753028,11.1662245815486,10.1787708609183,11.5903962615793,16.2014775983317,10.377751836635,0.167932589377173,3.52241242659541,0.621358621907203,1
"14889","PmetTSAr1.1-020978",3.84809838754598,4.11786206715151,4.16613236561253,4.18733421808074,3.18681143776414,3.52751190569804,3.31932711770698,4.33571842231382,-0.181998126334848,1.96317629865946,0.542790331898767,1
"14890","PmetTSAr1.1-020979",20.3591251899235,20.8855594053368,15.2154399439762,16.1035291073453,32.9145300736237,17.749544033433,21.9707842552986,26.7415923337549,0.452994572912965,4.42939851235653,0.16903415844727,1
"14891","PmetTSAr1.1-020980",9.48600997860172,7.46547655339697,7.28167483033147,5.291457171107,8.08593946895379,6.01916714067523,7.37628248379328,7.74834840632857,-0.0122641622022572,2.88727028457365,0.971289196718494,1
"14892","PmetTSAr1.1-020981",4.96673163973958,6.54710443770131,3.94876893784144,4.60398438903404,4.51861323265065,3.91945767299782,4.71555201642499,4.55949743765905,-0.180711854157492,2.25817715335919,0.563205313589994,1
"14893","PmetTSAr1.1-020982",6.57756352289836,5.9249813915849,5.50654017020091,6.39558012413326,6.04067242680666,6.91504318021759,7.77144047399649,6.43364669117535,0.155712262370965,2.70234420867955,0.622335947175458,1
"14894","PmetTSAr1.1-020983",3.62437173710726,3.99936243931981,3.65895103414666,3.20820631634047,3.99540538465952,3.44352352699094,4.45211335628952,3.04898908407875,0.0441746326303245,1.90240707245261,0.892818113552808,1
"14895","PmetTSAr1.1-020988",3.669117067195,3.11061523058207,5.18049502854428,3.58319147019844,5.94554372717191,4.4513840714761,4.95264681054692,3.7482985070326,0.295158037045973,2.13295391920542,0.35408876607257,1
"14896","PmetTSAr1.1-020990",7.60670611491647,7.88022525080792,9.05680949046203,7.33304300877821,7.18221682242366,6.85905092774619,6.1644646471701,7.83226553708304,-0.184942878076492,2.91630090086398,0.558680986595322,1
"14897","PmetTSAr1.1-020992",8.94906601754879,10.3983423422315,9.41908187008051,9.37462884644941,8.32376121804067,8.56681462812381,7.42897021582038,9.4826357752541,-0.174457882037504,3.17865495976447,0.581434772986642,1
"14898","PmetTSAr1.1-020997",6.6223088529861,4.85848474109962,6.01372150166679,4.93730452579669,4.0429697344769,4.28340731406191,4.50480108831661,3.91613276854152,-0.417324491725228,2.30892747710977,0.166317085926734,1
"14899","PmetTSAr1.1-020999",5.23520362026604,5.18435871763679,4.05745065172699,7.8746882310175,2.09283139196451,4.05943830417632,7.42897021582038,7.41267988331073,-0.0876110116224479,2.45758988896101,0.831674496543667,1
"14900","PmetTSAr1.1-021003",4.38504234859891,2.72549144012905,11.0130803404018,1.99992082057587,10.9398004579963,5.34726011101846,5.6639311929127,1.95806638427076,0.24784782623931,2.47101719491713,0.644326504030149,1
"14901","PmetTSAr1.1-021006",8.23314073614489,7.64322599514452,8.83944606269094,6.10392500446595,8.56158296712755,9.93862481367305,13.0138698106924,7.94415504475565,0.359098162541407,3.14502452685482,0.283672912252517,1
"14902","PmetTSAr1.1-021009",3.80335305745824,3.25873976537169,4.49217750726917,6.56224019251459,3.61489058612052,5.12329110113287,4.76823974845209,4.69935932224982,0.00516668978125782,2.204475524621,0.987822060422298,1
"14903","PmetTSAr1.1-021010",4.65351432912537,4.3548613228149,5.10804055262058,3.14570879069747,5.04182108064178,4.22741506159051,4.08329923209985,3.69235375319629,-0.0171062429888499,2.11875583045479,0.965572554146911,1
