"","ID","F.1","F.2","F.3","F.4","W.1","W.2","W.3","W.4","logFC","logCPM","PValue","FDR"
"9488","PmetTSAr1.1-004521",41.5236663214264,43.4893634142332,37.5314185284746,36.6245493593789,30.0958357033761,41.3108644500204,30.9013548338911,37.9585154779346,-0.182361383574057,5.22841465443646,0.563438005050477,0.990989090838189
"9489","PmetTSAr1.1-004835",8.27788606623263,8.02834978559754,5.14426779058243,7.03952377297154,5.03930272242577,8.81215111566245,5.50586799683141,5.51055825287628,-0.194339321554954,2.75052760791684,0.559776549662182,0.990989090838189
"9490","PmetTSAr1.1-004875",31.098004410982,24.0850493567926,25.3952938112555,25.0664123537568,21.8089823376093,24.7073551375311,22.3132545134747,24.6436640648934,-0.176271030296499,4.6408027902561,0.559994499748739,0.990989090838189
"9491","PmetTSAr1.1-005260",30.0688618189639,23.9961746359188,37.2416006247799,37.4331433062743,28.3320797505271,22.5199417400263,33.2459589090969,29.0912719948798,-0.185507333711902,4.92105787752721,0.559301454771632,0.990989090838189
"9492","PmetTSAr1.1-005266",65.6861445688081,69.1149079328379,59.3764430194691,46.7557558704799,48.6572673976444,49.5188728178005,52.0818231087833,60.0007484894397,-0.196630222672631,5.81913326309265,0.56313969856668,0.990989090838189
"9493","PmetTSAr1.1-005293",48.3697018248512,28.7657846561447,36.5170558655429,90.8003438013694,51.8208296622783,33.8319938814085,46.3652041838435,42.5459852925118,-0.227533925422238,5.56754916403066,0.560313524073409,0.990989090838189
"9494","PmetTSAr1.1-005380",51.1886576203791,54.3617042677915,50.1747245771596,47.4216567679231,62.823307272908,59.9767921087286,54.4527710500025,54.602079744236,0.190617138062767,5.7665966873639,0.563371343202786,0.990989090838189
"9495","PmetTSAr1.1-005454",6.6223088529861,8.02834978559754,6.41222111924712,11.6057013554396,8.14687273458833,9.12463874387743,12.9611820786653,7.32876275255627,0.202649299946474,3.14417041690165,0.562361147442521,0.990989090838189
"9496","PmetTSAr1.1-005560",34.1406868569486,24.6775474959511,30.3584254120287,22.9260166119749,24.9445484760076,24.4157000178638,21.4702508010412,27.9444045412355,-0.182542712436038,4.72341123185667,0.561552638194669,0.990989090838189
"9497","PmetTSAr1.1-005677",70.8766028589864,91.037339081702,81.2939219863872,58.0760711270152,90.4554838675426,91.8505301866566,80.6649177334822,90.4906393302272,0.230279959617493,6.35598571940527,0.562273444926248,0.990989090838189
"9498","PmetTSAr1.1-005687",4.34029701851116,3.96973753236188,7.6801744479118,27.0165506962691,10.498547338387,2.33324095733852,16.9917935787381,3.35668523017844,-0.373052474705767,3.25740702414744,0.560280494135612,0.990989090838189
"9499","PmetTSAr1.1-005802",31.9929110127369,34.0390180946552,37.2778278627417,76.5786032059742,36.4509563588798,44.6857308347422,41.913090827554,31.8325649328589,-0.215380665184364,5.38884541262877,0.559364610583805,0.990989090838189
"9500","PmetTSAr1.1-006051",31.9481656826492,38.8975028357549,26.6994743778821,20.785620870193,30.8797272379757,35.5194270737694,28.7938455528073,39.7207752237782,0.188634516893416,4.98745828791312,0.563522469743999,0.990989090838189
"9501","PmetTSAr1.1-006226",15.3029028900084,11.2870895509692,28.5470635139363,68.5877924366551,39.026599972564,16.8743319236089,28.6357823567261,16.6715366432196,-0.289223235694711,4.81557780789617,0.56267433127891,0.990989090838189
"9502","PmetTSAr1.1-006911",18.524566656326,17.5971947330072,16.2660298448698,15.2205919415601,16.7136873627121,21.165828684428,17.5713586310361,21.2310340808787,0.181637199771647,4.17799253616935,0.560005788848563,0.990989090838189
"9503","PmetTSAr1.1-006928",6.08536489193318,4.20673678802528,3.8400872239559,3.8527123352074,5.23527560607566,6.66640273525291,3.84620443797793,4.69935932224982,0.187771663049563,2.28328796797693,0.561445744008653,0.990989090838189
"9504","PmetTSAr1.1-007732",20.448615850099,21.98168096278,20.1785715447494,20.6904921705582,17.3016060136618,21.290823735714,13.8832173891395,20.9792826886153,-0.181363984317332,4.29672607028712,0.563057953197644,0.990989090838189
"9505","PmetTSAr1.1-008149",5.27994895035379,4.32523641585698,3.36913313045187,2.85386098904252,4.05943830417632,4.99980205143969,4.6628642843979,4.22382891464121,0.180896929189924,2.09986458556039,0.563544823354855,0.990989090838189
"9506","PmetTSAr1.1-008633",5.59316626096799,7.10997766990188,5.94126702574309,5.99310807698928,7.47496570493156,7.24971297458754,6.40155944129203,6.74134283727504,0.17632222725993,2.72864927085049,0.561998823603978,0.990989090838189
"9507","PmetTSAr1.1-008644",8.54635804675909,8.02834978559754,7.89753787568289,7.32490987187579,9.07074490036639,8.49966348744747,10.1160445492022,8.3357683216098,0.179659019067661,3.09442701390737,0.559579314989211,0.990989090838189
"9508","PmetTSAr1.1-008995",1.78981320350976,3.16986504449792,0.652090283313266,13.0326318499608,0.587918650949673,8.31217091051848,0.92203531047416,3.77627088395075,-0.450742591362326,2.02730980095541,0.562106232854175,0.990989090838189
"9509","PmetTSAr1.1-009233",3.40064508666854,5.24360853155264,3.33290589249003,3.94784103484215,4.87132596501158,6.29141758139494,2.68707433338184,4.41963555306828,0.19661103951117,2.11840212313945,0.560684897907863,0.990989090838189
"9510","PmetTSAr1.1-012524",23.2675716456269,17.5675698260492,18.8019365021992,22.3552444141664,24.0486724364652,25.1448378170321,21.2594998729328,22.3499291576048,0.179337909009022,4.45359632636639,0.561410286806194,0.990989090838189
"9511","PmetTSAr1.1-012548",48.235465834588,51.8435871763679,52.0947681891376,55.0319527387032,60.1916714067523,61.7267228267324,55.5592134225715,59.1615771818951,0.19163166484789,5.7955749027465,0.561480991204006,0.990989090838189
"9512","PmetTSAr1.1-012821",28.5027752658929,18.3674423139132,29.8874713185247,13.2704535990477,19.0933580927465,3.58319147019844,28.4513752946312,22.7974871882953,-0.284754745595569,4.36096441044099,0.562096187885119,0.990989090838189
"9513","PmetTSAr1.1-012962",4.69825965921311,6.22123046116414,4.20235960357438,3.56732623630314,3.83546929429073,7.37470802587354,4.89995907851982,5.2588068606129,0.191339322631628,2.34382974398532,0.560573451060371,0.990989090838189
"9514","PmetTSAr1.1-013001",3.31115442649305,3.25873976537169,4.34726855542177,9.08479081511867,4.4233879452404,5.74977235915564,3.29298325169343,3.63640899935998,-0.219850328879128,2.22973639116863,0.561658162521207,0.990989090838189
"9515","PmetTSAr1.1-013037",17.8086413749221,16.2344490129426,21.4465248734141,30.7741343318418,20.3811798995887,17.6243022313249,20.1530575003638,17.3988184430916,-0.190407765008405,4.34208693759909,0.562932862967867,0.990989090838189
"9516","PmetTSAr1.1-013323",8.45686738658361,12.2350865736228,8.98435501453833,10.2263352107357,8.65080300683091,7.12471792330155,8.19294233021325,11.0490888826707,-0.189840046256874,3.23638636859143,0.560065780792766,0.990989090838189
