"","ID","U.1","U.3","U.4","R.1","U.2","R.2","R.3","R.4","logFC","logCPM","PValue","FDR"
"13426","PmetTSAr1.1-021812",9.83434898639955,11.9872736822618,8.76196044164644,10.2713480214105,13.5191798572984,7.14528535197362,7.94739236125917,8.26339768612389,-0.15071185390639,3.28969568541359,0.567353579639549,0.730680079364475
"13427","PmetTSAr1.1-003878",37.5121843608648,34.2813621193656,34.7410026849717,35.5880508910841,32.3055726460118,33.2100436576513,31.671538865414,34.1010636906239,-0.114379512688556,5.09777013217013,0.56762114636411,0.730970227286946
"13428","PmetTSAr1.1-006101",24.5177675561208,22.9382643592814,25.7403896242921,19.3130276177225,24.7559007776504,24.3250366547624,23.9995511899411,27.5446589537463,0.121715086008857,4.59698647780808,0.567666421235892,0.730974090675441
"13429","PmetTSAr1.1-000543",531.109329193478,554.803514887674,549.719261327265,594.050405050495,551.828341447909,321.755306045177,577.799030779466,534.715541351387,-0.166932508446661,9.04175690114914,0.568086265363075,0.731024753620074
"13430","PmetTSAr1.1-004646",50.7245368772187,57.1916188298567,50.4238890785801,58.5418614929216,45.5174984156444,73.2857745448077,64.9561623190044,54.4297979043747,0.135434780983827,5.83165447457478,0.567981778760769,0.731024753620074
"13431","PmetTSAr1.1-005379",6.23840974483517,6.6098051145182,7.63688380906148,6.77523191083648,5.96950798893697,9.41313678977394,6.84577361811434,7.72026356590917,0.139063901737698,2.85122137963556,0.567848419263117,0.731024753620074
"13432","PmetTSAr1.1-009204",19.6414560088479,19.101216475006,16.330657788127,16.8054684763453,14.1336880326302,16.1545581870708,19.2389844784937,16.3716141950436,-0.12522127872915,4.11191727051623,0.567792494736197,0.731024753620074
"13433","PmetTSAr1.1-009490",0.272419639512453,4.00509377701739,6.1026884009911,0.578667494163969,7.19852433960046,1.11839248987413,4.56384907874289,1.6681976549452,0.409227523815191,1.68367003463537,0.567827727083877,0.731024753620074
"13434","PmetTSAr1.1-014132",21.2759738459226,20.2495300754096,24.308473910093,22.6162545635751,27.082253155692,22.02611875891,24.6683911411361,22.3848848117065,0.120321981931697,4.53198853134618,0.56806162065893,0.731024753620074
"13435","PmetTSAr1.1-016512",6.26565170878642,5.43348386532428,5.93222224453883,5.30445202983639,4.9599588437491,7.17635181002568,4.524505552202,4.07350590161037,-0.141244869049596,2.46730370634373,0.567899178820844,0.731024753620074
"13436","PmetTSAr1.1-021631",3.10558389044196,2.94080312298479,3.40932312904531,3.88189444001663,2.45803270132699,2.5163831022168,3.9343526540887,3.14241883838514,-0.14816775122243,1.69630390051978,0.567930762909384,0.731024753620074
"13437","PmetTSAr1.1-029794",2.0431472963434,3.13685666451711,3.03429758485032,2.89333747081985,1.66795076161474,5.06383266248565,4.32778791949757,1.6681976549452,0.203461767639334,1.60838252488485,0.568081284537757,0.731024753620074
"13438","PmetTSAr1.1-017647",8.79915435625223,6.02164448992124,5.96631547582928,8.48712324773822,3.37979496432461,6.95888660366126,8.34082762666804,7.37110591719971,-0.167501621357406,2.80545641378099,0.568166186937737,0.731073190827535
