"","ID","U.1","U.2","U.4","R.2","U.3","R.1","R.3","R.4","logFC","logCPM","PValue","FDR"
"1","PmetTSAr1.1-005796",2.17935711609962,3.02864743556361,3.06839081614077,2.01931977338385,96.6263883266432,3.15856007231167,4.95728434415176,2.52169412956832,3.38008424108729,3.88595032423296,0.000212818983283998,0.964742303833217
"2","PmetTSAr1.1-005797",2.26108300795336,3.68704905199048,3.20476374130259,2.11251914754003,114.10316117181,3.71311642088547,5.11465845031531,2.32771765806307,3.47430492142051,4.10056508461042,0.000223177908468733,0.964742303833217
"3","PmetTSAr1.1-013353",3.56869727761313,217.404213744153,3.51160282291666,5.28129786885006,3.05283371814612,5.06334057393473,3.6196044417616,3.4139858984925,-3.92074632189362,4.93652365608882,0.000189739018064011,0.964742303833217
"4","PmetTSAr1.1-014155",2.5879865753683,905.565583233519,2.38652619033171,4.22503829508005,3.02482606935579,3.97833902237729,4.72122318490644,9.58243769235962,-5.42333031283537,6.87049064759563,0.000217585685658326,0.964742303833217
"5","PmetTSAr1.1-000001",812.818478413306,5008.02216174826,1404.1638239286,1954.39087605504,372.221652423504,23.8218118430834,1326.82108906487,7358.92419478918,-0.0154239316779976,11.1565136999237,0.987273605136246,1
"6","PmetTSAr1.1-000002",13575.4606538601,141050.256155951,35492.622062001,3602.68394092315,19747.072856111,3384.7708402386,66562.0470418238,39678.7019475803,-0.582448452098596,15.3015935221666,0.501652913771208,1
"7","PmetTSAr1.1-000003",120.709142267968,39109.4949501671,23572.7078856138,4011.5495953463,4342.89402907757,205.49929386498,20400.5627560869,13048.4868758041,-0.814258097784694,13.6774461133399,0.45337472801787,1
"8","PmetTSAr1.1-000004",1766.61412027431,2972.28825719747,2518.56927511964,4566.36546969803,1368.28567400285,794.148802303278,4931.55367779402,6114.68151596587,0.159781229238033,11.6115376285527,0.787461674950458,1
"9","PmetTSAr1.1-000005",5357.67705029141,56733.1065908296,13756.7211053917,1559.9711246261,8214.86745139451,1471.88899369724,25664.8839813637,15014.6323909814,-0.620014769360603,13.9632342627953,0.468628037205931,1
"10","PmetTSAr1.1-000006",5017.1252589369,4103.90506207088,5181.28473213531,5806.25887701376,4956.03747639551,5856.71781957912,5214.00085483105,4694.61856337019,0.0433085425816504,12.317358906025,0.917159767200788,1
