"","ID","U.1","U.3","R.1","R.2","U.2","U.4","R.3","R.4","logFC","logCPM","PValue","FDR"
"401","PmetTSAr1.1-012908",14.6016926778675,7.42202692943781,6.55823160052499,15.1604315294049,18.1279911722865,17.8648531961974,32.0649741308229,25.4109177671885,1.0958147716827,4.10419462023852,0.00252502421644423,0.108616493600189
"402","PmetTSAr1.1-015223",3.97732673688181,3.27689490846877,2.5075591413772,20.2242641918905,43.278932919793,7.7732567342233,26.9109721539667,30.7258730864325,1.85819791881535,4.11782272133833,0.00252523453977654,0.108616493600189
"403","PmetTSAr1.1-000412",115.451443225378,167.037617385536,71.2484352189387,217.993336151299,420.36748536801,197.297529477852,403.782612889123,385.470044175244,1.29914175813568,7.95052970153293,0.00257413104044834,0.109925370651194
"404","PmetTSAr1.1-001835",217.336388403035,233.27570677467,162.195676385043,175.929351948811,823.792102473302,256.483378998078,389.264851595536,424.4593149478,1.26377829858111,8.38965396471138,0.00257473686390224,0.109925370651194
"405","PmetTSAr1.1-017160",7.00118473547004,5.65754505564694,3.59256069293464,12.7372478013443,15.2310240600083,12.0349106455299,18.4127704211351,19.3588518562245,1.1667308669103,3.56039497842199,0.00256319475550645,0.109925370651194
"406","PmetTSAr1.1-007727",8.82639632020348,8.37428698830908,7.47445513295127,17.8942798379861,28.4429498296409,12.2394700332726,23.9995511899411,28.5921318998747,1.13183283107949,4.08935309158756,0.00258204573245474,0.109965893497229
"407","PmetTSAr1.1-003117",16.4813881905034,11.3991130576649,9.74090281842682,31.3771226325798,24.5364335721747,24.683499454288,67.7102091768665,54.662569670181,1.31464798549395,4.91251407034809,0.00260095735923289,0.110499149136353
"408","PmetTSAr1.1-000731",69.7666696791392,61.0006590653417,40.6272803194287,338.313728186925,302.557489468695,182.262414478762,754.96293079308,698.082525653114,1.92675172419329,8.25729453627377,0.00261094072824808,0.110651412088573
"409","PmetTSAr1.1-001854",97.9893443326293,100.659489752451,44.0992852844125,426.759934261137,514.036088665006,258.528972875506,996.532183754127,629.104492385845,1.8408022144945,8.58306973741158,0.00261928934380707,0.110733819177917
"410","PmetTSAr1.1-021341",4.76734369146793,2.88478782540413,2.02533622957389,6.58608910703655,9.0420488655957,6.51180717647653,12.3932108603794,8.9617129835428,1.18338761223576,2.74212525798996,0.00269963060773204,0.113851982532426
"411","PmetTSAr1.1-000056",60.4499180078133,77.0770494709919,23.1225886209686,336.88467111653,419.928550957059,233.231795257989,623.476865093436,610.327569944136,1.92323174415352,8.21962646541272,0.00274858116386756,0.115353681806878
"412","PmetTSAr1.1-021832",2.96937407068574,3.05283371814612,2.67633716050836,7.11421889392156,7.94471283821758,5.42082377518204,12.5899284930838,10.5135247555849,1.20670815288641,2.71784255851901,0.00274801755028272,0.115353681806878
"413","PmetTSAr1.1-000582",40.0456870083306,43.5518938689653,68.2345420201681,144.552229316231,41.7865559225588,35.8660793175566,12.9833637584927,25.6048942386937,-1.35019224395015,5.69086161904265,0.00282936743727555,0.118170512941864
"414","PmetTSAr1.1-014986",141.113373267451,46.6607428846921,17.8422477367224,428.965652782833,750.885096814299,292.860856784992,1164.96182087566,635.350534768314,2.16408445668191,8.76440095380125,0.00282652909520116,0.118170512941864
"415","PmetTSAr1.1-002930",50.8879886609262,60.6925749286481,94.2504681119565,24.2939701967103,23.4829909858918,35.5592402359425,20.183229115475,25.2557365899843,-1.13900943362358,5.38932523799384,0.00284915485993902,0.118710208875194
"416","PmetTSAr1.1-004438",12.2043998501579,17.0566581133118,35.3710505807726,9.53740262198217,3.9065162574661,7.56869734648058,10.5047215864168,8.41857886332809,-1.28630950680606,3.71813868555134,0.0028660474363457,0.119126986110225
"417","PmetTSAr1.1-000275",57.97089928825,47.8930794314666,58.6383060752822,184.441561455075,314.233144799998,95.0178356064927,245.464262088594,343.183173387098,1.51591592683573,7.39566302530947,0.00288905301052888,0.119570635141421
"418","PmetTSAr1.1-009615",4.24974637639427,3.22087961088811,3.08622663554117,2.82704768273739,3.37979496432461,3.40932312904531,12.9046767054109,16.4880000779467,1.43349053809078,2.64176093472849,0.00289055147123441,0.119570635141421
"419","PmetTSAr1.1-006756",7.00118473547004,15.0681150491983,5.88311952400036,19.7272008630576,34.3685643774827,11.2507663258495,52.7596690913294,26.7299577734242,1.39186244892824,4.43535674137408,0.00291806563703182,0.120420699116747
"420","PmetTSAr1.1-005364",16.8082917579183,28.8478782540413,12.0314616494925,17.9253462960382,68.0348336974434,31.2975863246359,35.7632656256663,27.6610448366494,1.10573996057172,4.89908196449489,0.00293967781521163,0.121023735959105
"421","PmetTSAr1.1-006791",8.22707311327608,11.2030595161325,4.89456255480358,15.4089631938214,39.1968428979464,16.1260984003843,20.1438855889341,15.8672753691299,1.20085013135697,4.03757056666935,0.00296097102872762,0.121610807738074
"422","PmetTSAr1.1-000364",303.611688236629,289.206981408962,243.4502370239,232.128574564986,1986.30988987768,358.251674400081,411.808692303464,426.942213783067,1.57504730463811,9.05390424868139,0.00298487858089525,0.122302216924786
"423","PmetTSAr1.1-000303",262.28562892259,540.547621653395,122.846286781893,141.072786014401,1965.4166119164,479.487204868932,538.612878344743,491.381197617113,1.70372165908365,9.14907334258333,0.00302602883672493,0.122959758384075
"424","PmetTSAr1.1-015967",73.2263991009474,113.711054088745,132.177300125287,67.3520810568643,27.1261465967871,53.0831611192354,52.6022949851659,45.1189272721224,-1.11885092218983,6.14229821342222,0.0030094773391671,0.122959758384075
"425","PmetTSAr1.1-016671",20.7583765308489,25.0948533161369,8.00490033593491,35.9749584242846,49.9068425251569,34.9114688414239,52.2875467728388,66.3011579604963,1.17932105902574,5.19763053250613,0.00302937117989797,0.122959758384075
"426","PmetTSAr1.1-028234",3.65042316946687,4.39720086008202,3.85778329442646,4.25610475313211,1.66795076161474,2.31833972775081,1.92783280050346,2.63808001247148,-0.913749203108064,1.66262365014909,0.00302399884964712,0.122959758384075
